"Name";"Bereich";"Information";"V.-Datum";"Relevanz";"session.sessionid=";"fts_search_list.selected";"fts_search_list.destHistoryId";"timestamp"
"SafeInTrain GmbH Freiburg im Breisgau";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.10.2011 bis zum 30.09.2012";"20.09.2013";"92%";"af75d5dc888ac79ae50ee77806ec50af";"2e8769584f07bd2a";"69029";"Wed Jul 15 16:46:39 2020"
"SafeInTrain GmbH Freiburg im Breisgau (vormals: Stuttgart)";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 14.10.2010 bis zum 30.09.2011";"02.02.2012";"92%";"af75d5dc888ac79ae50ee77806ec50af";"0ca713186cad9449";"69029";"Wed Jul 15 16:46:39 2020"
